id,hands,deltarank,deltaage,matchresult
191,0.0,22.0,8.2737850788,1.0
192,0.0,-29.0,5.106091717999998,1.0
193,1.0,63.0,-14.2997946612,1.0
194,1.0,-29.0,4.150581793299999,1.0
195,0.0,-39.0,5.3470225873,0.0
196,1.0,16.0,7.6632443532,1.0
197,1.0,-33.0,3.6002737851000006,1.0
198,1.0,109.0,-1.3169062286000006,0.0
199,1.0,115.0,-0.7036276522999998,0.0
200,0.0,-23.0,-1.4866529774000021,0.0
201,0.0,55.0,-6.480492813199998,0.0
202,1.0,164.0,-1.2046543464000017,0.0
204,0.0,-179.0,-0.8843258041999995,1.0
205,0.0,189.0,-12.101300479099997,0.0
206,1.0,-90.0,-1.9904175222999996,1.0
207,1.0,-141.0,-1.3223819301999988,1.0
208,1.0,68.0,3.4579055440999973,0.0
209,1.0,101.0,-6.806297056800002,0.0
210,0.0,22.0,-0.9555099246999994,1.0
211,1.0,-27.0,7.772758384600003,1.0
212,0.0,-140.0,10.0369609856,1.0
213,1.0,-102.0,-1.4702258726000004,1.0
214,1.0,89.0,3.4113620806999982,0.0
215,1.0,-134.0,-3.370294318900001,1.0
216,1.0,174.0,-4.662559890499999,0.0
217,1.0,-25.0,-8.8104038329,1.0
218,1.0,-144.0,0.9911019850000002,1.0
219,0.0,135.0,0.6598220396999999,0.0
220,1.0,154.0,2.0999315536999994,0.0
222,0.0,99.0,3.381245722100001,0.0
223,1.0,283.0,0.4490075291000011,0.0
224,0.0,106.0,-6.8391512663,0.0
225,0.0,-157.0,3.3949349761,1.0
226,0.0,72.0,-7.0362765229,0.0
227,1.0,-75.0,4.3394934975999995,1.0
228,1.0,-35.0,2.9267624915,1.0
229,0.0,-69.0,8.350444900800003,1.0
231,1.0,38.0,-10.554414784400002,0.0
232,1.0,44.0,-7.849418206700001,0.0
233,1.0,-64.0,10.502395619500003,1.0
234,1.0,97.0,-9.952087611200003,0.0
235,1.0,-46.0,1.9411362081000014,1.0
236,1.0,92.0,-3.479808350500001,0.0
237,0.0,39.0,5.180013689300001,0.0
238,1.0,-89.0,-5.6563997262,1.0
240,1.0,70.0,4.553045859000001,0.0
241,1.0,91.0,4.438056125900001,0.0
243,0.0,48.0,6.565366187500004,0.0
244,1.0,,3.0499657768999953,0.0
245,1.0,-114.0,-7.507186858299995,1.0
246,1.0,-47.0,-3.816563997300001,1.0
247,1.0,53.0,-0.27652292950000046,0.0
248,1.0,26.0,-10.264202601000004,0.0
249,1.0,54.0,-6.907597535900003,0.0
251,1.0,74.0,-6.8008213552,0.0
252,1.0,77.0,-7.145790554399998,0.0
253,1.0,70.0,1.097878165600001,0.0
254,1.0,61.0,-2.302532511999999,0.0
255,1.0,75.0,9.086926762500003,0.0
256,1.0,32.0,-2.250513347000002,0.0
257,0.0,-67.0,9.095140314799998,1.0
258,0.0,133.0,-1.420944558499997,0.0
259,0.0,59.0,-3.753593429099997,0.0
260,1.0,27.0,-0.03832991109999995,0.0
261,1.0,-35.0,-10.3299110198,1.0
262,1.0,38.0,-4.525667351199999,0.0
263,1.0,58.0,-5.774127309999997,0.0
264,1.0,-88.0,-11.446954141000003,1.0
265,1.0,97.0,-4.898015058199999,0.0
267,1.0,-4.0,-2.2450376454,1.0
268,0.0,79.0,-2.9924709104000016,1.0
269,1.0,-201.0,-0.8815879534999986,0.0
270,1.0,98.0,-4.969199178700002,1.0
271,1.0,-154.0,11.9644079397,0.0
272,0.0,-65.0,9.349760438099999,0.0
273,0.0,17.0,-1.5167693361000012,1.0
274,1.0,-15.0,-1.0130047911999966,0.0
275,1.0,15.0,6.094455852100001,0.0
276,1.0,14.0,-11.315537303199996,0.0
277,1.0,-39.0,2.5106091717999988,1.0
278,1.0,-31.0,-15.523613962999999,0.0
279,0.0,2.0,4.432580424299999,1.0
280,1.0,-50.0,-6.110882956900003,0.0
281,1.0,14.0,-2.7542778918999993,0.0
282,1.0,-10.0,-3.1594798084000004,0.0
283,1.0,21.0,10.006844626999996,0.0
284,0.0,4.0,9.032169746800001,1.0
285,1.0,-28.0,9.7713894593,1.0
286,0.0,38.0,4.4490075290999975,0.0
287,0.0,31.0,-10.554414784400002,0.0
288,0.0,-31.0,0.3203285421000004,0.0
289,1.0,-6.0,2.2505133471,0.0
290,1.0,-24.0,2.7049965775999993,1.0
291,0.0,-15.0,9.519507186799999,1.0
292,1.0,55.0,-3.7891854892999994,1.0
293,1.0,-13.0,5.270362765199998,1.0
294,1.0,17.0,-3.786447638600002,1.0
295,1.0,-25.0,2.792607802900001,1.0
296,1.0,-69.0,-6.6913073238,1.0
297,0.0,-28.0,-4.580424366899997,1.0
298,1.0,11.0,1.7960301164000008,0.0
299,1.0,17.0,10.409308692700002,0.0
300,0.0,29.0,9.577002053400001,1.0
301,1.0,-73.0,4.717316906200001,1.0
302,0.0,21.0,1.9822039698999987,0.0
303,1.0,111.0,-1.9000684462000024,0.0
304,1.0,-304.0,1.6563997262,1.0
305,1.0,85.0,-8.914442162900002,0.0
306,1.0,77.0,7.671457905499999,0.0
307,1.0,-98.0,7.882272416199999,1.0
308,1.0,-49.0,8.922655715200001,0.0
309,1.0,-16.0,-9.973990417500001,1.0
310,1.0,110.0,-6.956878850099997,0.0
311,1.0,-93.0,2.1136208076999985,1.0
312,1.0,-26.0,5.141683778200001,0.0
313,1.0,277.0,-1.8206707733999998,1.0
314,1.0,-22.0,-0.8733744010999978,1.0
315,0.0,-26.0,4.7583846681,1.0
316,1.0,-111.0,2.1492128678999975,1.0
317,1.0,56.0,6.6173853523999995,1.0
318,0.0,-149.0,13.730321697500003,0.0
319,1.0,-16.0,2.466803559199999,1.0
320,1.0,18.0,4.8843258041999995,0.0
321,1.0,-123.0,3.8083504449000003,1.0
322,1.0,35.0,-5.489390828200001,0.0
323,1.0,122.0,0.4572210814000002,1.0
324,1.0,-95.0,3.947980834999999,1.0
325,1.0,47.0,-1.9712525666999987,0.0
326,1.0,-74.0,4.013689253899997,0.0
327,1.0,-57.0,0.27652292950000046,1.0
328,0.0,36.0,-1.826146474999998,0.0
329,1.0,-3.0,-8.6351813827,0.0
330,1.0,-68.0,2.7570157426,0.0
331,1.0,-32.0,6.532511978099997,1.0
332,0.0,-3.0,4.741957563400007,0.0
333,0.0,-116.0,-8.810403832999999,0.0
334,1.0,-46.0,-9.393566050699999,0.0
335,1.0,-44.0,6.5270362766000005,1.0
336,0.0,54.0,-11.099247091000002,0.0
338,1.0,-75.0,-0.9117043122000013,0.0
339,1.0,22.0,-4.8843258041999995,1.0
340,0.0,-2.0,2.9349760438000025,1.0
341,1.0,170.0,-3.006160164299999,0.0
342,1.0,12.0,16.763860369700005,1.0
343,1.0,1.0,1.4729637235000013,0.0
344,1.0,-81.0,0.9308692676000021,0.0
345,1.0,76.0,8.219028063,0.0
347,1.0,58.0,5.212867898700001,0.0
348,0.0,-17.0,0.6598220396999999,0.0
349,1.0,6.0,0.8076659821999996,0.0
350,0.0,34.0,-3.0527036277000015,1.0
351,1.0,-78.0,-2.3928815880000016,1.0
352,1.0,2.0,5.0568104038,1.0
353,0.0,45.0,-0.6269678301999981,0.0
354,1.0,13.0,1.7549623544999982,0.0
355,1.0,-155.0,0.3121149896999995,0.0
356,1.0,6.0,-1.0184804927999984,0.0
357,0.0,34.0,8.054757015700002,0.0
358,0.0,-58.0,2.6009582476999995,1.0
359,0.0,9.0,-0.566735113,1.0
360,0.0,-70.0,2.1875427788999993,0.0
361,1.0,105.0,2.603696098600004,0.0
362,0.0,-76.0,0.3011635866000013,1.0
363,1.0,2.0,4.101300479100001,0.0
364,1.0,161.0,-3.964407939699999,0.0
365,1.0,-10.0,-2.5188227241999996,1.0
366,0.0,9.0,0.04106776179999727,0.0
367,0.0,22.0,0.3778234086999994,1.0
368,1.0,-25.0,-10.907597536,1.0
369,1.0,-84.0,1.897330595499998,1.0
370,0.0,505.0,-0.49555099239999834,0.0
371,1.0,43.0,-3.7973990417000003,1.0
372,1.0,-48.0,0.6844626966999989,1.0
373,1.0,66.0,11.512662559900004,1.0
374,0.0,28.0,-11.611225188200002,1.0
375,1.0,-100.0,-10.570841889099999,1.0
376,1.0,131.0,4.221765913799999,1.0
377,1.0,-24.0,-5.3524982888,1.0
378,1.0,34.0,6.622861054099996,0.0
379,0.0,53.0,6.009582477799999,1.0
380,1.0,22.0,-8.479123887699998,1.0
381,0.0,-42.0,3.2470910334999985,0.0
382,0.0,73.0,1.864476386099998,0.0
383,0.0,-6.0,-2.042436687199995,0.0
384,0.0,61.0,2.4585900068000015,1.0
386,1.0,-43.0,-5.7494866529,1.0
387,1.0,-119.0,6.822724161499998,1.0
388,1.0,-34.0,-1.7960301164000008,0.0
390,0.0,-10.0,-2.6967830253999985,0.0
391,1.0,-1.0,9.355236139599995,1.0
392,0.0,-65.0,-0.6762491443999963,1.0
393,0.0,-3.0,2.9295003422000008,1.0
394,0.0,-53.0,-6.4531143052,0.0
395,0.0,326.0,-12.553045859000001,0.0
396,1.0,-13.0,-12.9117043121,1.0
397,1.0,-15.0,0.4763860369999975,0.0
398,1.0,33.0,3.5564681725000007,0.0
399,0.0,204.0,-3.1978097193000004,0.0
400,1.0,-113.0,-0.6023271731999991,1.0
401,0.0,41.0,-0.4380561259999993,1.0
402,1.0,-36.0,-10.880219028000003,1.0
403,1.0,33.0,-5.3141683778000015,0.0
404,1.0,-8.0,-4.643394935,0.0
405,1.0,35.0,10.160164271,1.0
406,1.0,91.0,8.202600958199998,1.0
407,0.0,-11.0,1.1800136893000008,0.0
408,1.0,-22.0,2.8993839836,1.0
409,1.0,-45.0,8.9828884326,0.0
410,1.0,23.0,5.8398357289000025,1.0
411,0.0,-24.0,-1.919233401699998,1.0
413,1.0,62.0,17.708418891200004,0.0
414,0.0,-70.0,-4.922655715200001,1.0
415,0.0,-32.0,-0.6954140999000025,1.0
416,1.0,52.0,-6.932238193,1.0
417,1.0,-59.0,-15.140314852799996,1.0
418,1.0,-2.0,8.243668720000002,1.0
419,1.0,22.0,1.5742642025999984,1.0
420,0.0,-50.0,-3.490759753599999,1.0
421,1.0,-11.0,3.0773442847999988,0.0
422,0.0,,-4.506502395600002,0.0
423,1.0,-16.0,-2.288843258,1.0
424,1.0,-43.0,10.108145106100004,1.0
425,1.0,,0.8295687884999978,0.0
426,1.0,35.0,2.4257357974000016,0.0
427,0.0,27.0,-1.180013689199999,0.0
428,1.0,-28.0,-13.2402464066,1.0
429,1.0,12.0,-13.935660506500003,0.0
431,1.0,9.0,9.075975359400001,0.0
432,1.0,-24.0,-5.645448323,0.0
433,1.0,24.0,-3.723477070500003,0.0
434,0.0,49.0,-10.097193702999999,0.0
435,1.0,-31.0,-11.058179329200001,1.0
436,1.0,65.0,1.6810403832999974,0.0
437,1.0,41.0,0.34223134830000035,0.0
438,1.0,48.0,1.6783025324999983,0.0
439,1.0,-16.0,-5.9958932238,0.0
440,1.0,-18.0,3.2416153319000003,0.0
441,0.0,69.0,-10.6913073238,1.0
442,1.0,1.0,9.2320328542,0.0
443,1.0,-46.0,-9.067761806900002,0.0
444,1.0,99.0,5.6372347706999975,1.0
445,1.0,133.0,-4.344969199200001,0.0
446,1.0,-34.0,-3.3319644079999975,1.0
448,1.0,-59.0,2.5763175907000004,1.0
449,1.0,-10.0,2.9952087611000024,1.0
450,1.0,-48.0,-6.600958247800001,1.0
451,1.0,-6.0,8.993839835699998,0.0
452,1.0,-54.0,3.8193018479999985,1.0
453,0.0,14.0,3.0335386721000006,0.0
454,0.0,29.0,-11.761806981499998,1.0
455,1.0,157.0,3.6714579054999987,0.0
456,0.0,-6.0,-7.915126625599999,0.0
457,1.0,13.0,10.288843258100002,0.0
458,1.0,33.0,-0.1943874058999988,1.0
459,1.0,23.0,1.4976043805000003,0.0
460,0.0,9.0,1.9192334017999997,0.0
461,1.0,-19.0,-2.746064339500002,0.0
462,1.0,-17.0,6.6694045174,0.0
463,0.0,-40.0,-0.4298425735000002,1.0
464,0.0,231.0,-5.850787132099999,0.0
465,1.0,28.0,-0.2628336755999996,0.0
466,1.0,-39.0,-1.0075290897000002,1.0
467,1.0,-14.0,0.6789869953000007,0.0
468,0.0,6.0,-1.1800136892999973,0.0
469,0.0,-234.0,5.946611909599998,0.0
470,0.0,-206.0,0.40246406570000204,1.0
471,1.0,-351.0,-5.571526351799999,1.0
472,1.0,-105.0,-2.368240930799999,1.0
473,1.0,,-2.7515400411,0.0
474,0.0,110.0,0.21629021220000055,0.0
475,0.0,-76.0,-0.9117043120999995,1.0
476,1.0,-64.0,-6.1464750172,1.0
477,1.0,15.0,5.363449692,0.0
479,0.0,22.0,2.1820670772999975,1.0
480,0.0,-220.0,8.0657084188,0.0
481,1.0,150.0,-6.6858316221,1.0
482,0.0,23.0,-6.286105407200001,1.0
483,0.0,-40.0,9.426420260099999,0.0
484,1.0,325.0,0.035592060199999054,1.0
485,1.0,63.0,-2.6940451745999994,1.0
486,1.0,170.0,8.993839835700001,0.0
487,1.0,,-2.8692676248999973,1.0
488,1.0,58.0,-2.266940451700002,0.0
489,0.0,-50.0,2.0342231348000013,1.0
490,1.0,127.0,4.303901437399997,0.0
491,1.0,-12.0,1.9904175222999996,1.0
492,1.0,40.0,15.613963039000001,0.0
494,1.0,-53.0,-11.123887748100003,0.0
495,1.0,54.0,7.7399041751999995,0.0
496,0.0,40.0,1.8261464750999998,1.0
497,1.0,92.0,8.1368925393,0.0
498,0.0,-63.0,5.511293634499999,1.0
499,1.0,11.0,4.555783709700002,1.0
500,1.0,62.0,-1.9301848049999997,1.0
501,1.0,-61.0,-9.393566050699999,1.0
502,1.0,-35.0,8.1095140314,0.0
503,0.0,24.0,10.5434633813,0.0
504,1.0,69.0,6.6392881587999995,1.0
505,1.0,69.0,-0.07665982210000166,0.0
506,0.0,34.0,11.008898015099998,0.0
507,0.0,451.0,-17.106091718000002,0.0
508,1.0,-30.0,-6.841889117100003,0.0
509,1.0,-23.0,0.7939767282000005,1.0
510,1.0,-10.0,3.2251882272000003,0.0
511,0.0,67.0,8.640657084199997,0.0
512,1.0,-69.0,4.777549623499997,1.0
513,1.0,-18.0,-5.355236139600002,1.0
514,1.0,-98.0,5.4072553046,1.0
515,1.0,100.0,1.2731006159999971,0.0
516,1.0,3.0,-8.774811772700001,0.0
517,1.0,18.0,-12.227241615399997,1.0
518,1.0,-103.0,-1.4948665297999995,1.0
519,1.0,-22.0,6.1765913757999975,0.0
520,1.0,-7.0,0.45995893220000283,1.0
521,1.0,124.0,-1.2429842573999998,1.0
522,1.0,27.0,-8.577686516099998,0.0
523,1.0,-91.0,-4.224503764599998,1.0
524,1.0,20.0,1.514031485300002,0.0
525,1.0,95.0,-3.6687200548000014,0.0
526,1.0,-41.0,-1.1553730322,1.0
527,0.0,18.0,5.672826830999998,1.0
528,1.0,74.0,-11.255304585900003,1.0
529,0.0,290.0,-11.154004106799999,0.0
530,0.0,-61.0,-5.6509240247,1.0
531,1.0,-174.0,3.3182751539999984,1.0
532,1.0,-29.0,4.862422997899998,0.0
533,1.0,-337.0,4.4626967831,1.0
534,1.0,-2.0,4.386036961000002,0.0
535,1.0,42.0,-1.5852156057000002,1.0
537,1.0,62.0,-4.0383299111,1.0
538,1.0,-60.0,2.737850787100001,0.0
539,1.0,-55.0,3.8603696097999993,0.0
540,0.0,-10.0,2.1902806296999984,0.0
542,0.0,39.0,7.110198494199999,1.0
543,0.0,-7.0,2.4640657085000015,1.0
544,1.0,-69.0,-6.6913073238,1.0
545,1.0,29.0,3.249828884300001,0.0
546,1.0,116.0,-0.7638603695999997,1.0
547,1.0,-57.0,-7.9890485968,1.0
548,1.0,-88.0,2.2532511977999974,1.0
549,0.0,33.0,-11.4031485284,0.0
550,0.0,-20.0,4.950034223199999,1.0
551,1.0,15.0,-12.506502395599998,1.0
552,0.0,74.0,-11.498973306,0.0
553,1.0,-6.0,6.132785763199998,0.0
554,1.0,9.0,2.803559205999999,0.0
555,1.0,-46.0,12.0574948665,1.0
556,0.0,-48.0,13.2429842574,1.0
557,1.0,-52.0,7.425051334700001,0.0
558,1.0,-97.0,12.079397672799999,1.0
559,0.0,20.0,2.877481177299998,0.0
560,0.0,-8.0,0.6598220396999999,1.0
561,1.0,25.0,5.582477754999999,1.0
562,1.0,95.0,-8.2436687201,0.0
563,1.0,-59.0,0.07392197120000077,0.0
564,0.0,-52.0,-0.35865845309999855,1.0
566,1.0,-34.0,-4.845995893200001,1.0
567,1.0,-49.0,-0.5147159479999992,1.0
568,1.0,-66.0,12.815879534499999,1.0
569,1.0,44.0,-7.4551676934,1.0
570,1.0,-16.0,7.1485284052,1.0
571,1.0,-87.0,1.0130047912000002,1.0
572,0.0,-20.0,3.1649555099000004,0.0
573,1.0,-5.0,-8.372347707,1.0
574,0.0,8.0,13.300479123899997,0.0
575,0.0,-118.0,-7.589322381999999,1.0
576,0.0,-237.0,2.3216974675000017,1.0
577,0.0,403.0,-1.798767967099998,0.0
578,1.0,130.0,2.086242299800002,0.0
579,1.0,-112.0,-7.846680355900002,1.0
580,1.0,5.0,-11.2251882272,0.0
581,1.0,-8.0,-0.7200547569999998,1.0
582,1.0,31.0,8.2217659137,0.0
583,1.0,-16.0,8.9993155373,1.0
584,1.0,-47.0,-0.2053388090999988,1.0
585,1.0,23.0,7.411362080700002,1.0
586,1.0,28.0,8.298425735799999,0.0
587,1.0,79.0,3.597535934299998,0.0
588,1.0,-79.0,-2.7296372347999984,1.0
589,1.0,-90.0,5.927446954099999,1.0
590,1.0,35.0,2.888432580499998,1.0
591,1.0,-19.0,-5.645448323,1.0
592,1.0,-41.0,0.8186173853000014,1.0
593,1.0,-5.0,-1.8316221765999998,0.0
594,1.0,-41.0,-1.1526351814000009,1.0
595,1.0,259.0,3.3347022586999984,0.0
596,1.0,52.0,-6.926762491399998,0.0
597,0.0,-38.0,-3.7919233402000003,1.0
598,1.0,72.0,8.402464065700002,0.0
599,1.0,-61.0,5.4373716632,1.0
600,1.0,-863.0,-8.977412731000001,1.0
601,1.0,37.0,-10.688569472999998,0.0
602,1.0,-15.0,-0.6078028747999973,1.0
605,0.0,30.0,4.5284052019,1.0
606,1.0,-26.0,2.9979466119000016,0.0
607,1.0,22.0,-2.0287474331999995,1.0
608,1.0,33.0,1.6755646816999992,0.0
609,1.0,-17.0,0.34496919909999946,0.0
610,1.0,-21.0,-7.085557837100001,1.0
611,1.0,-144.0,1.2156057494999999,0.0
612,1.0,-115.0,-7.986310746099999,1.0
613,0.0,7.0,10.9295003422,0.0
614,1.0,-164.0,3.7782340862000012,0.0
615,1.0,203.0,1.253935660499998,1.0
616,1.0,-43.0,6.368240930900001,1.0
617,0.0,-47.0,-8.213552361400001,1.0
618,1.0,-80.0,3.0143737166000015,1.0
619,1.0,-119.0,6.5681040383,0.0
620,1.0,-237.0,6.201232032800004,0.0
621,0.0,206.0,-4.484599589400002,0.0
622,0.0,-9.0,-1.1882272417000017,1.0
623,0.0,101.0,-7.718001368900001,0.0
624,0.0,-15.0,2.1957563313,1.0
626,1.0,3.0,-9.705681040400002,1.0
627,0.0,-51.0,10.031485284000002,0.0
628,1.0,41.0,1.4346338124999996,0.0
